AÑO,DEPARTAMENTO,POBLACIÓN,TASA_MATRICULACIÓN,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2020,Valle del Cauca,846957,8218,8196,5787,7711,7315,4444,9214,7898,9109,10159,8236,,,273,359,259,286,238,9041,188,9243,286,9111,686,188,9243,992,65,572,188,505,831,285
2020,Arauca,66580,9284,9281,59,907,7491,3732,10596,9592,11678,10835,7852,,,393,221,354,482,448,8552,402,8763,482,8681,1055,402,8763,1539,871,39,402,348,577,173
2020,Casanare,93855,9438,9435,7129,9278,8272,4714,10495,9489,10779,11383,8536,,,211,214,196,232,199,9095,84,9357,232,9063,694,84,9357,1129,738,543,84,448,879,237
2020,Putumayo,80810,8442,8441,5072,8058,7307,395,9521,8377,9836,10401,7586,,,742,449,584,956,881,868,25,9059,956,8505,578,25,9059,957,614,681,25,574,1017,466
2020,"Archipiélago de San Andrés, Providencia y Santa Catalina",11169,9277,9267,7745,9069,8301,5087,9915,9413,1029,1075,7568,,,141,126,13,156,146,9177,173,9269,156,8967,682,173,9269,825,887,867,173,744,1291,47
2020,Amazonas,22563,8126,8124,5016,7955,6021,3042,9499,9051,10271,9686,722,,,237,646,75,36,283,8872,6,9452,36,7926,891,6,9452,151,1791,10,6,1063,1225,68
2020,Guainía,15771,7052,7051,5592,6996,3354,1073,8391,965,10558,724,4318,,,353,518,349,313,304,8146,416,8451,313,795,1501,416,8451,2457,1745,105,416,1143,1399,36
2020,Guaviare,21482,8307,8306,433,7641,678,3428,10072,8117,10318,11113,8361,,,441,309,327,581,632,8667,125,9156,581,8332,892,125,9156,1558,1036,604,125,545,877,337
2020,Vaupés,15910,5347,5347,3055,5496,3122,1332,628,438,7815,5855,4098,,,254,288,211,28,409,8118,667,7957,28,8114,1628,667,7957,1486,1476,715,667,786,744,508
2020,Vichada,33298,6015,6014,4353,647,2674,99,6664,637,9783,471,2559,,,307,288,309,33,217,8408,6,8207,33,9172,1285,6,8207,1348,61,1444,6,1898,962,393
2021,Antioquia,1149861,9262,9245,6922,8705,828,4985,10469,8554,10329,11702,9314,,,481,359,427,59,413,8752,3,8926,59,8894,766,3,8926,1065,693,584,3,507,868,302
2021,Atlántico,546055,9393,9355,6165,897,8098,5145,10196,886,10693,10459,9109,,,167,215,175,168,103,9056,314,9134,168,9266,778,314,9134,1034,632,382,314,375,488,156
2021,"Bogotá, D,C,",1174274,9428,938,6399,8992,8919,5884,10257,7921,10147,11135,9955,,,129,107,108,135,188,8815,86,9146,135,8715,1056,86,9146,1584,1097,329,86,244,52,239
2021,Bolívar,469046,9939,993,6182,9668,8348,5046,11133,9214,11798,11618,9465,,,369,413,333,427,313,8865,118,8987,427,8889,766,118,8987,101,798,41,118,369,567,212
2021,Boyacá,234348,9555,9548,6977,8956,9109,5926,10485,8852,10158,11706,9631,,,297,275,213,363,369,8805,96,9234,363,873,898,96,9234,1394,901,591,96,341,977,486
2021,Caldas,161737,8434,8425,6305,7878,7679,5084,9587,774,9237,10648,923,,,31,25,248,392,302,902,81,9205,392,907,67,81,9205,924,628,446,81,365,671,276
2021,Caquetá,98412,8673,867,5537,8621,6799,3282,9751,8198,10908,9982,714,,,85,563,756,1066,779,8282,84,8445,1066,8397,868,84,8445,1146,824,759,84,762,984,423
2021,Cauca,294933,8633,8628,5546,8619,716,4052,9767,8645,10616,10032,7752,,,303,211,202,424,404,8833,121,9029,424,87,864,121,9029,1144,896,598,121,531,857,434
2021,Cesar,305550,8921,8904,5313,8564,725,4047,988,8754,1084,10153,7376,,,243,227,218,285,223,8909,154,908,285,8968,849,154,908,1214,809,628,154,477,987,382
2021,Córdoba,388712,9304,9295,5009,8649,8055,496,10367,8579,10749,11056,8923,,,295,377,232,353,308,8941,279,9058,353,8986,763,279,9058,943,706,481,279,411,62,304
2021,Cundinamarca,610367,9084,9058,6068,8596,8479,504,10006,8359,9903,1111,891,,,406,444,37,451,374,8934,103,9202,451,8906,659,103,9202,101,72,52,103,359,839,337
2021,Chocó,143120,8722,8717,5185,8988,6074,291,10043,8389,12019,98,6231,,,402,368,314,534,474,8605,16,8751,534,8683,992,16,8751,1349,843,589,16,645,693,337
2021,Huila,242129,938,9373,6434,9329,8221,4819,10413,8799,10821,1123,8555,,,618,367,492,837,617,8398,22,8737,837,8425,984,22,8737,1475,958,523,22,377,853,423
2021,La Guajira,255513,9946,9935,7915,10004,6089,2793,11161,11714,13724,9857,6302,,,206,19,206,223,162,8912,195,8864,223,9079,882,195,8864,1052,76,609,195,699,64,277
2021,Magdalena,328343,9715,969,6003,9135,7568,4334,11269,10614,11857,11551,9537,,,207,16,178,238,263,9446,118,9572,238,9293,347,118,9572,501,444,309,118,257,424,177
2021,Meta,216914,9437,9428,6507,9062,8171,4795,10594,8978,10886,11123,9618,,,44,36,436,476,393,86,53,8837,476,864,96,53,8837,1428,967,619,53,544,906,361
2021,Nariño,302506,835,8343,5518,7817,6947,4292,9669,7471,9917,10361,8761,,,223,146,14,314,287,9183,94,9314,314,9224,594,94,9314,786,488,666,94,641,9,351
2021,Norte de Santander,328034,9206,92,6558,8954,7923,4463,10177,8992,10791,10419,8745,,,41,364,383,468,375,8757,14,8953,468,8775,833,14,8953,1207,85,39,14,31,592,279
2021,Quindio,83299,9472,9464,7034,9025,8673,57,10515,9207,10396,11564,943,,,62,589,579,7,546,871,23,8931,7,8789,67,23,8931,999,666,444,23,32,719,3
2021,Risaralda,154342,9933,9907,6807,9464,887,5418,11487,9507,11351,12584,10637,,,465,427,4,566,413,8778,94,8983,566,891,757,94,8983,1072,677,433,94,346,633,317
2021,Santander,409198,9605,9589,6785,9303,8689,533,10658,9226,10629,11352,1006,,,4,389,376,46,318,8749,77,9095,46,8797,851,77,9095,1368,885,447,77,305,745,291
2021,Sucre,205082,955,9546,6394,9224,7867,4528,10854,1115,11408,1117,8714,,,251,236,217,303,238,8982,107,9121,303,9004,767,107,9121,107,758,397,107,297,603,338
2021,Tolima,244021,10121,10113,7255,9801,8841,5361,11246,10179,11629,12011,937,,,503,423,442,622,414,8743,31,8966,622,8822,754,31,8966,108,764,42,31,326,66,256
2021,Valle del Cauca,839566,8186,8167,5521,7654,7248,4788,9214,7333,907,1004,884,,,453,456,445,493,368,8716,104,8867,493,8872,831,104,8867,1148,761,476,104,406,692,28
2021,Arauca,67759,9394,9388,6338,914,7478,3753,1078,9773,11953,10896,8015,,,331,299,332,351,278,9354,74,9416,351,939,315,74,9416,472,332,667,74,567,1023,38
2021,Casanare,93896,9467,9463,6784,933,827,4939,10584,8663,11057,11443,8668,,,461,334,393,565,489,8647,77,8998,565,8473,892,77,8998,1368,1038,626,77,497,992,372
2021,Putumayo,80699,8459,8457,512,8181,7259,3964,9622,8067,10099,10392,7705,,,1028,726,86,1318,968,823,42,8615,1318,8347,742,42,8615,1169,685,487,42,351,789,358
2021,"Archipiélago de San Andrés, Providencia y Santa Catalina",11312,9088,9082,7046,88,8312,5105,9669,8244,9933,10699,7695,,,71,5,34,94,145,9103,17,9263,94,8839,826,17,9263,1065,1015,415,17,402,462,484
2021,Amazonas,22670,8203,8196,5513,8129,5936,2798,9593,8818,10391,9903,7202,,,504,693,331,651,738,8604,44,8837,651,8138,892,44,8837,1128,1124,1476,44,943,2522,1639
2021,Guainía,15643,7805,7796,5555,7739,3678,1083,9244,9728,11682,8255,4596,,,867,853,707,109,1228,72,121,7433,109,7265,1932,121,7433,2396,1507,1023,121,894,1495,928
2021,Guaviare,21658,8491,8479,4456,7795,6888,3569,10064,7716,10675,11145,7535,,,729,706,534,994,8,8284,46,8687,994,8252,988,46,8687,1493,949,78,46,572,1284,477
2021,Vaupés,16081,5473,5472,3092,5563,3297,1282,6682,4838,7934,6639,4481,,,418,506,303,516,691,9014,16,9258,516,8369,567,16,9258,781,94,36,16,274,553,419
2021,Vichada,33183,6544,6543,4544,7292,2849,1105,73,6551,10757,5211,2912,,,502,45,4,765,618,7756,6,7492,765,8375,1742,6,7492,1498,1007,1113,6,1393,904,338
2022,Antioquia,1134099,935,9332,7312,8854,8183,5235,10484,9227,10317,11541,9423,,,473,436,401,6,382,871,16,8952,6,8983,817,25,8952,1249,635,649,25,658,878,334
2022,Atlántico,544473,944,9401,6546,8956,8009,5305,10312,9681,10621,1038,9715,,,264,341,274,272,157,9106,95,9151,272,9372,63,276,9151,874,471,591,276,607,744,284
2022,"Bogotá, D.C.",1150474,9389,9337,634,8775,8864,6205,10187,7943,9886,11061,10361,,,346,414,335,372,28,9055,21,9238,372,9174,599,29,9238,932,546,572,29,47,883,345
2022,Bolívar,464305,10032,10019,6826,9769,8289,5106,11309,10412,11809,1168,9753,,,401,492,361,45,356,8882,37,9003,45,9003,717,177,9003,1012,64,685,177,737,85,356
2022,Boyacá,234191,9395,9387,7404,8865,877,5945,10284,9475,988,11317,9586,,,29,303,209,379,274,899,15,9325,379,9157,72,77,9325,1176,569,761,77,575,1181,512
2022,Caldas,159847,8332,8321,6536,7806,747,5096,935,8288,8979,10238,9015,,,381,379,266,517,362,886,36,9139,517,9091,759,72,9139,1168,548,6,72,608,811,313
2022,Caquetá,97946,835,8348,5727,8399,6561,3297,9441,8928,10557,938,7018,,,637,695,558,784,479,8749,29,8835,784,8998,614,75,8835,794,523,749,75,854,875,333
2022,Cauca,295168,8577,8573,5959,8571,7021,4039,9726,9687,10338,99,795,,,396,353,256,551,532,8895,76,9069,551,891,709,104,9069,967,558,745,104,788,953,443
2022,Cesar,308443,8794,8777,5935,8494,7013,40,9742,9765,10591,9847,7323,,,602,696,53,717,47,8662,38,8846,717,8865,737,172,8846,1084,665,744,172,762,969,398
2022,Córdoba,390847,9075,9066,5525,8472,7664,5028,10154,9781,10265,10646,9075,,,409,526,295,515,424,8739,12,8926,515,8798,853,339,8926,1138,778,752,339,853,859,388
2022,Cundinamarca,583695,9646,9616,6726,9119,8869,5467,10512,9584,10415,11567,9138,,,386,493,33,464,282,9002,61,9263,464,9223,612,121,9263,10,496,681,121,558,1032,401
2022,Chocó,147806,845,845,5604,8714,5933,2868,10206,9461,11486,10288,7147,,,367,369,289,467,437,8788,1,8783,467,9019,845,16,8783,1012,544,905,16,1023,1069,462
2022,Huila,247652,9187,9177,6854,9296,7759,4817,1013,9594,10608,10555,832,,,513,372,337,79,509,863,1,9002,79,8675,856,17,9002,1339,816,696,17,684,975,399
2022,La Guajira,262402,9933,9925,8295,10013,6036,2843,11067,12549,13438,9732,6376,,,365,407,344,411,291,8654,208,865,411,897,981,261,865,1265,739,977,261,1192,983,343
2022,Magdalena,327302,9616,9592,6325,9025,7423,4248,11849,11428,13165,11474,9533,,,49,635,456,509,454,9107,81,9155,509,925,403,311,9155,536,296,502,311,457,675,293
2022,Meta,221130,9324,9317,6828,9028,791,4842,10525,9587,10838,10754,9752,,,518,566,453,628,402,8745,23,8965,628,9006,737,37,8965,1134,592,747,37,689,1081,413
2022,Nariño,307217,8063,8058,5947,7543,6677,4178,9287,828,9386,9881,8382,,,285,206,211,383,319,9201,3,9308,383,9253,514,141,9308,693,428,807,141,903,10,349
2022,Norte de Santander,328869,9188,9181,6999,8895,7687,4666,10186,9787,10567,10306,9179,,,449,541,436,477,345,8756,28,8889,477,8901,795,73,8889,1155,754,603,73,571,854,355
2022,Quindio,81903,9529,9524,7432,9151,8511,5884,10521,9958,10497,11181,9586,,,597,631,498,724,554,8673,9,8981,724,8838,73,13,8981,1181,608,486,13,443,728,268
2022,Risaralda,155669,9779,9752,704,9285,8606,5451,11161,9938,10974,12029,10512,,,642,635,515,835,537,8695,62,9037,835,8948,663,74,9037,1098,514,57,74,544,793,329
2022,Santander,405521,9667,9649,7328,9372,8459,5391,10707,10327,10667,11166,10081,,,493,597,444,58,351,8749,25,9032,58,894,758,49,9032,1217,71,643,49,491,1043,402
2022,Sucre,203779,9448,9441,6823,9168,7734,467,10724,12421,11055,10979,8619,,,39,392,293,524,348,8751,23,8904,524,888,86,159,8904,1192,772,612,159,62,811,371
2022,Tolima,242793,10035,10026,769,9862,8587,5368,11139,11159,11469,11761,9204,,,471,463,394,594,383,8839,33,9034,594,9077,69,31,9034,1022,54,621,31,618,85,344
2022,Valle del Cauca,848047,7971,795,5959,7532,6857,4739,8932,8108,8818,9427,8626,,,551,594,493,653,446,8648,55,8878,653,8906,801,79,8878,1215,648,633,79,622,855,383
2022,Arauca,66682,927,9267,6927,8955,7098,3978,10514,10812,11302,10451,8388,,,698,78,731,687,48,8853,5,887,687,9168,449,203,887,678,352,681,203,658,988,269
2022,Casanare,95609,9341,9337,7177,9213,8004,4904,10268,9235,10558,11079,843,,,398,467,343,488,298,8853,21,9095,488,9091,749,55,9095,1199,612,703,55,619,1057,402
2022,Putumayo,81190,8183,8181,5542,8138,6708,3904,9102,8824,9686,9414,7187,,,654,578,525,867,599,8637,38,8923,867,8765,709,36,8923,1103,635,576,36,507,871,361
2022,"Archipiélago de San Andrés, Providencia y Santa Catalina",10796,9705,9689,8188,9379,8711,568,1028,9606,10322,11274,852,,,322,163,264,416,343,8451,0,9003,416,8285,1227,3,9003,2021,1372,798,3,913,938,487
2022,Amazonas,23239,7725,7724,5473,7944,5518,2485,9058,9022,9993,8918,6902,,,611,608,404,89,778,8845,12,9096,89,8773,544,225,9096,789,449,1042,225,1181,1161,674
2022,Guainía,16612,676,676,5202,6774,3386,1026,7776,8042,10021,6833,3732,,,708,662,568,1016,625,7921,123,7794,1016,8774,1371,719,7794,1413,601,1302,719,1478,133,495
2022,Guaviare,22538,8014,8013,4574,7353,6447,3205,9571,7708,10013,10368,7793,,,367,562,269,487,286,8741,192,8906,487,9105,892,108,8906,1217,609,839,108,877,1062,406
2022,Vaupés,15585,5551,5551,3719,5593,343,1369,6601,5213,7915,6407,4392,,,472,443,296,726,594,9254,0,9425,726,9266,274,197,9425,358,14,926,197,1173,809,42
2022,Vichada,33949,6699,6698,4858,7602,2891,1158,7403,6288,11048,5261,2955,,,658,515,638,765,611,7629,12,7205,765,8735,1714,36,7205,1273,654,1424,36,1803,1031,519
2023,Antioquia,1131546,9207,9189,7225,8803,7926,5334,10261,8995,10207,11057,9434,,,483,405,409,633,375,8669,23,8938,633,8977,847,194,8938,1334,649,969,194,954,1352,423
2023,Atlántico,545813,9406,9363,6586,8959,7914,553,10235,9327,10568,10234,9845,,,234,334,238,241,143,9118,73,9196,241,9402,648,699,9196,945,455,698,699,792,745,227
2023,"Bogotá, D.C.",1141573,929,924,6143,8697,8648,6442,10088,7517,9791,10819,1073,,,282,324,269,317,216,894,37,9187,317,9135,778,166,9187,1257,65,755,166,711,1098,32
2023,Bolívar,464501,9962,9952,6884,9592,8302,5204,11253,10648,11659,11477,10076,,,357,478,297,426,303,8941,38,9123,426,9052,702,651,9123,105,645,927,651,1008,1082,369
2023,Boyacá,233865,9198,9192,7142,8774,848,6034,10085,8965,9819,10863,9692,,,243,231,16,336,238,9071,32,9415,336,9222,686,202,9415,1147,539,8,202,672,121,405
2023,Caldas,159795,8081,8069,6148,7654,7196,5144,9011,7743,8773,9689,8867,,,335,305,254,455,289,8922,59,9206,455,9145,742,257,9206,1187,566,866,257,815,1252,375
2023,Caquetá,97237,8322,8318,5815,8362,6482,3339,9302,8801,10459,9178,6917,,,689,63,584,897,57,8631,3,879,897,894,68,462,879,975,491,1136,462,131,1266,355
2023,Cauca,294377,8468,8465,5747,845,6965,4226,9632,9159,10228,9758,818,,,359,329,214,55,407,8929,74,9147,55,9044,712,452,9147,1025,549,922,452,989,112,436
2023,Cesar,310910,8689,867,5902,8387,7046,4088,9569,9298,10426,9572,7498,,,479,58,412,594,333,8734,54,8969,594,8975,787,552,8969,1216,692,953,552,1034,1113,404
2023,Córdoba,391239,8888,888,5274,8246,7579,5038,9955,952,10049,10408,9029,,,352,534,211,477,368,8856,6,9122,477,8883,792,775,9122,1126,748,1052,775,1077,1275,545
2023,Cundinamarca,598065,9359,9332,6291,8871,8525,5655,10174,8756,10098,11034,9371,,,377,449,303,483,287,8962,48,9279,483,9173,661,409,9279,1105,54,829,409,709,1223,358
2023,Chocó,147698,8491,8491,5521,8607,6103,296,10301,945,1128,10339,8178,,,232,18,201,299,207,8924,26,8934,299,9229,844,228,8934,1089,565,1059,228,1295,1133,319
2023,Huila,248849,9052,9041,6632,9233,7624,4809,9953,9321,1064,1012,8177,,,457,355,287,731,418,8749,3,9169,731,8839,794,141,9169,135,743,843,141,85,1138,444
2023,La Guajira,266038,9896,9891,8352,10085,6098,2996,10945,12086,13501,9489,6335,,,329,323,309,392,245,8712,155,8729,392,9076,959,828,8729,1296,68,1292,828,1462,1348,454
2023,Magdalena,326763,9534,9508,6505,8942,7421,4379,11408,11214,12295,11325,9484,,,386,452,355,423,347,9097,133,9214,423,9229,517,1468,9214,747,423,104,1468,1157,996,416
2023,Meta,221701,9243,9237,6801,9039,7781,4952,10433,928,1078,1042,10159,,,467,479,395,611,313,8745,22,9005,611,9025,788,331,9005,1239,662,969,331,10,1262,374
2023,Nariño,306503,7828,7824,5545,7386,6471,4243,8937,7461,9153,9436,8153,,,212,149,156,301,198,9275,19,9418,301,9395,513,368,9418,767,407,994,368,1099,1219,383
2023,Norte de Santander,329874,9117,9111,6885,8868,7555,4914,10116,9625,10519,10027,9507,,,479,547,436,569,348,8673,44,8926,569,8858,849,256,8926,1356,794,819,256,884,1009,409
2023,Quindio,82112,9278,9273,7203,8971,8161,583,10167,9485,10364,1063,9129,,,552,531,434,726,498,8642,3,9004,726,8825,805,182,9004,1333,678,809,182,739,122,371
2023,Risaralda,155482,9587,9561,6733,9141,827,5677,10759,947,10743,11372,10215,,,56,662,464,712,426,8769,31,9085,712,9036,671,349,9085,1125,538,844,349,759,1228,397
2023,Santander,405256,958,9564,7127,9298,834,5602,10585,9875,10596,10881,10312,,,42,471,34,545,323,8814,33,9182,545,8985,765,295,9182,1295,692,799,295,732,1134,407
2023,Sucre,203607,925,9244,6929,8916,7635,4745,10468,1213,10772,1056,8774,,,304,355,219,408,28,8836,22,9113,408,8842,859,1701,9113,1322,878,1156,1701,1144,1257,519
2023,Tolima,239730,9913,9904,7638,9824,8394,5477,10966,10888,11429,11283,9356,,,42,393,34,553,344,8933,49,9172,553,9128,647,421,9172,1013,528,861,421,919,1089,331
2023,Valle del Cauca,842813,7809,779,5861,7478,6648,4635,8708,7783,8747,9027,8424,,,522,551,464,642,381,8635,84,8892,642,8919,843,519,8892,1293,7,908,519,901,1193,403
2023,Arauca,67389,9096,9092,6715,8805,6982,412,10271,10143,11043,10113,8607,,,454,433,438,525,329,8828,63,8923,525,9063,718,581,8923,1068,608,972,581,1109,1073,342
2023,Casanare,96200,9281,9279,7152,9128,7947,5104,10156,9046,10427,10822,8685,,,384,362,323,501,297,8904,14,9167,501,9126,712,176,9167,1177,577,793,176,775,1112,35
2023,Putumayo,81178,82,8198,5481,8023,668,3977,9167,8954,9647,9449,7534,,,572,536,436,795,487,8705,57,9038,795,8909,723,305,9038,1193,604,982,305,982,1299,548
2023,"Archipiélago de San Andrés, Providencia y Santa Catalina",10783,96,9597,7968,9402,8535,5406,10155,9309,10607,10778,8138,,,305,272,209,424,333,8913,0,9224,424,9049,781,204,9224,1271,618,113,204,925,1709,771
2023,Amazonas,23247,7576,7574,4926,7716,5413,2644,8704,8612,984,8437,6381,,,501,531,326,677,779,8813,19,9058,677,8521,686,472,9058,966,7,1371,472,1579,1559,511
2023,Guainía,16704,7161,7155,6235,702,3675,1067,8253,8881,10659,7016,4285,,,603,57,492,879,43,8106,94,8041,879,8774,1291,596,8041,1454,797,1569,596,1912,1473,524
2023,Guaviare,22896,7756,7755,4757,7133,6225,3369,9307,8104,9816,9794,7633,,,562,797,491,679,339,8528,5,8766,679,911,911,676,8766,1481,551,1078,676,1175,1291,218
2023,Vaupés,15476,5517,5517,3985,5378,3709,1385,6542,6091,7632,6417,437,,,438,213,261,692,658,9095,43,9398,692,8926,467,866,9398,764,416,1656,866,2141,1372,681
2023,Vichada,33816,6763,6763,5188,7584,2965,1124,7536,7328,11028,5448,3022,,,68,584,678,773,454,7861,5,7532,773,8942,1459,68,7532,128,605,1737,68,2277,1174,529
